005.76	0.025879	000.30	-1	-0.113700754821241	-0.0382264287095695
005.90	0.044765	000.54	-1	0.116764120663015	0.140546028450157
006.04	0.073635	000.93	-1	0.359344882027991	0.21838299337314
006.18	0.112625	001.49	-1	0.588655666974696	0.271908644608396
006.32	0.161279	002.22	-1	0.772687936563835	0.204445348000033
006.47	0.218024	003.13	-1	0.912064336238856	0.13607842461463
006.62	0.274182	004.07	-1	0.998995624840988	0.179148833038481
006.77	0.332546	005.09	-1	1.06262957762341	0.194242055368219
006.92	0.390580	006.13	-1	1.08616307115127	0.333353625383258
007.08	0.444992	007.11	-1	1.07747782904527	0.565773049834283
007.24	0.495351	008.00	-1	1.04230381653342	0.833362705100326
007.41	0.542321	008.79	-1	0.977835972101448	1.12876327866452
007.58	0.586245	009.42	-1	0.884289602874537	1.40650335457519
007.75	0.627349	009.87	-1	0.761174147926339	1.70677826144087
007.92	0.664664	010.05	-1	0.613412274412616	1.94260025924995
008.10	0.698986	009.94	-1	0.423864586096265	2.2407275458213
008.28	0.730429	009.45	-1	0.193577047958669	2.56762419129038
008.47	0.759196	008.50	-1	-0.0512585570283246	2.68292874917056
008.66	0.785186	006.98	-1	-0.126741619596333	1.44890721958469
008.85	0.808965	004.79	-1	0.0577961888605128	-0.688242796447424
009.05	0.830624	001.83	-1	0.342112138680361	-1.43375309832381
009.25	0.850298	-01.99	-1	0.615053089043942	-1.3453332525022
009.46	0.868166	-06.78	-1	0.846784757257211	-1.15762107825873
009.66	0.884319	-12.54	-1	1.03468701554737	-1.00724294894753
009.88	0.898915	-19.37	-1	1.18946099320173	-0.888152568535145
010.10	0.912004	-27.10	-1	1.30639056498542	-0.779044666587234
010.32	0.923712	-35.45	-1	1.38550271989952	-0.661686683856025
010.54	0.934152	-44.03	-1	1.42435529448491	-0.518523684237991
010.77	0.943373	-51.22	-1	1.38814277671948	-0.284397116296799
011.01	0.951493	-58.50	-1	1.33354780920533	0.0178799915938577
011.25	0.958668	-64.31	-1	1.23105220243091	0.485000886074209
011.50	0.964991	-68.23	-1	1.1009006865769	1.12021461567691
011.75	0.970455	-69.87	-1	1.00166544889314	1.72128415818552
012.00	0.975221	-69.17	-1	1.02533002579265	1.777609255029
012.26	0.979284	-66.33	-1	1.14219207368012	1.37071338237584
012.53	0.982827	-61.89	-1	1.26965810505359	0.961865616954334
012.80	0.985803	-56.18	-1	1.36031072864891	0.704455052253974
013.07	0.988338	-49.71	-1	1.40687112543935	0.56895364053402
013.35	0.990484	-42.78	-1	1.41308138340344	0.502136803099255
013.64	0.992281	-36.19	-1	1.38315002490615	0.506225093561187
013.93	0.993792	-30.10	-1	1.32781215153854	0.517977922302037
014.23	0.995017	-24.61	-1	1.24614070068487	0.549112870488805
014.54	0.996025	-19.82	-1	1.14450548425497	0.595610670801716
014.85	0.996845	-15.71	-1	1.02480527466737	0.649192629020331
015.16	0.997503	-11.95	-1	0.881716926862092	0.706996098502892
015.49	0.998027	-09.26	-1	0.731452229978505	0.776923087614589
015.82	0.998447	-07.07	-1	0.566834772632699	0.854197089650877
016.15	0.998773	-05.33	-1	0.389576661761776	0.936910770135374
016.50	0.999027	-04.01	-1	0.207697314404708	1.03190768412078
016.85	0.999822	-03.02	-1	0.055678454030778	1.20851710298401
017.20	0.999821	-02.21	-1	-0.155491850119646	1.30960929390693
017.57	0.999821	-01.65	-1	-0.364364399228996	1.41764732886349
017.94	0.999820	-01.23	-1	-0.579735536020106	1.52661806027226
018.32	0.999819	-00.94	-1	-0.793313645518834	1.63125383509633
018.70	0.999819	-00.73	-1	-1.00857083320046	1.73875907857411
019.10	0.999818	-00.61	-1	-1.2253173225368	1.82525020412829
019.50	0.999817	-00.53	-1	-1.42982202326364	1.8944230238234
019.91	0.999816	-00.49	-1	-1.62331767739284	1.93596325511846
020.33	0.999816	-00.49	-1	-1.80050635860233	1.92118741317015
020.76	0.999815	-00.52	-1	-1.95488822396306	1.83077152878079
021.19	0.999814	-00.55	-1	-2.05939159519797	1.74018728098915
021.63	0.999813	-00.60	-1	-2.11455048544178	1.64036574543774
022.09	0.999813	-00.69	-1	-2.11567603641587	1.55458341327419
022.55	0.999812	-00.77	-1	-2.09586533789605	1.4883704737419
023.02	0.999811	-00.88	-1	-2.05078740567932	1.44345646762552
023.50	0.999810	-01.00	-1	-1.98792402842839	1.42457984805202
023.99	0.999809	-01.14	-1	-1.91619728237292	1.41846032462075
024.49	0.999808	-01.29	-1	-1.83814092619058	1.41638791796307
025.00	0.999807	-01.47	-1	-1.75837608174745	1.41637901190341
025.52	0.999806	-01.67	-1	-1.67840794540989	1.4169142816565
026.05	0.999806	-01.89	-1	-1.59895234232944	1.41857528326707
026.59	0.999805	-02.13	-1	-1.52093348161542	1.42002464939423
027.14	0.999804	-02.40	-1	-1.44457530468836	1.42235876330852
027.71	0.999803	-02.70	-1	-1.36693697023507	1.42460150881622
028.28	0.999802	-03.02	-1	-1.29479788895441	1.42741770574429
028.87	0.999801	-03.38	-1	-1.22214097745593	1.4288471655415
029.46	0.999800	-03.75	-1	-1.15430818306253	1.43115396674246
